,Fixed-Threshold=0.7,Precision@threshold=0.7,Recall@threshold=0.7,F1-score@threshold=0.7
0,0.7,0.9999999909090911,0.15277777756558644,0.2650602173319804
1,0.7,0.9999999888888891,0.0638297871887732,0.11999998856000095
2,0.7,0.9999999972222222,0.23076923062130178,0.3749999691406274
3,0.7,0.9999999971428571,0.18041237104102456,0.3056768297324634
4,0.7,0.9583333293402777,0.09956709952399694,0.18039213966935952
5,0.7,0.8941176460069205,0.30039525679826273,0.449704104098249
6,0.7,0.8115942017223273,0.2051282050530666,0.32748534771553955
7,0.7,0.901408449434636,0.25599999989760003,0.39875385938024965
8,0.7,0.9115044239721201,0.33333333322545844,0.48815161932234546
9,0.7,0.8130841113896411,0.3359073357776419,0.4754097944295177
10,0.7,0.8791208781548123,0.2721088434448609,0.41558437926935715
11,0.7,0.7413793097057075,0.3307692306420118,0.4574467656009546
12,0.7,0.8650793643927942,0.30965909082111953,0.45606690659302507
13,0.7,0.763005779905777,0.3916913945425248,0.5176470137908535
14,0.7,0.7832167826690792,0.2772277227036565,0.4095063597712672
15,0.7,0.7178217818228605,0.3553921567756392,0.47540979161193636
16,0.7,0.7311320751268245,0.40575916219744523,0.521885475805194
17,0.7,0.8191489357344953,0.3701923076033191,0.5099337317902759
18,0.7,0.6993464047716691,0.28609625660799565,0.40607206490068076
19,0.7,0.7230046944962419,0.3666666665793651,0.48657183512999264
20,0.7,0.7808219172734097,0.23456790118630289,0.36075945802756315
21,0.7,0.6510416663275825,0.2582644627565569,0.3698224444268453
22,0.7,0.5866666664059259,0.34554973812943723,0.4349258181110597
23,0.7,0.6566523602331964,0.2982456139769502,0.410187624494179
24,0.7,0.6679687497390746,0.33928571421839565,0.449999955205683
25,0.7,0.7186311784339805,0.3499999999351852,0.4707347005398539
26,0.7,0.6653992392907226,0.3578732105607621,0.46542548630708624
27,0.7,0.6821705423712516,0.3271375464075953,0.4422110113519905
28,0.7,0.668032786611462,0.3116634798639267,0.4250325510291755
29,0.7,0.6165644169887838,0.4213836477104017,0.5006226166495861
30,0.7,0.6356589144823027,0.3071161048114015,0.41414137010892216
31,0.7,0.5654952074870622,0.31107205618434586,0.40136049833891746
32,0.7,0.4224924010873883,0.3188073393764203,0.3633986436936287
33,0.7,0.5825545169524752,0.3363309351913074,0.42645377333321705
34,0.7,0.49090909076033057,0.32464929853213437,0.39083228008981424
35,0.7,0.5871313671348173,0.3848857644314788,0.4649681049321411
36,0.7,0.522727272557556,0.3132295719234962,0.391727446962195
37,0.7,0.5093333331975111,0.32987910184285335,0.40041923941410235
38,0.7,0.4930232556992969,0.3897058822813041,0.43531822574957657
39,0.7,0.48367952507902684,0.29798903102413365,0.3687782332812145
40,0.7,0.5058548008183009,0.32677760963286273,0.3970587757692599
41,0.7,0.47619047607709747,0.33726812810501383,0.394866683858123
42,0.7,0.49275362308638637,0.34048640910722655,0.4027072274053041
43,0.7,0.426415094259167,0.3766666666038889,0.3999999501210808
44,0.7,0.47835051536528855,0.34370370365278463,0.39999995127244947
45,0.7,0.4981132074531862,0.40490797539802026,0.44670045807130054
46,0.7,0.39159663858964766,0.38071895418615703,0.386081142986548
47,0.7,0.4433962263314347,0.34970238090034195,0.39101492567435375
48,0.7,0.46262626253280276,0.3469696969171258,0.39653674748854645
